time P2O231NTf2_custom_CLPOL P2O231NTf2_LINEAR_custom_CLPOL P2O231TCB_custom_CLPOL P2O231TCB_LINEAR_custom_CLPOL P5551NTf2_custom_CLPOL P5551TCB_custom_CLPOL P2O231TCB_customADCH_CLPOL P2O231TCB_customADCH_CLPOL_CCAAscaled P5551TCB_customADCH_CLPOL P5551TCB_customADCH_CLPOL_CCAAscaled
3000000.0 63.3114 12.0861 11.3572 3.03388 23.5859 8.4869 62.5621 558.937 23.8167 305.697
3001000.0 63.3307 12.0895 11.3599 3.03441 23.5916 8.48923 62.5816 559.122 23.8231 305.795
3002000.0 63.3498 12.0922 11.3626 3.0349 23.5975 8.4911 62.6011 559.307 23.8298 305.892
3003000.0 63.3687 12.0952 11.3652 3.03528 23.6037 8.49241 62.6205 559.493 23.8365 305.99
3004000.0 63.3879 12.0984 11.3682 3.03571 23.6098 8.49422 62.6392 559.678 23.8427 306.088
3005000.0 63.4072 12.1017 11.3708 3.03624 23.6158 8.49575 62.6588 559.864 23.8489 306.186
3006000.0 63.4262 12.1046 11.3735 3.03701 23.6221 8.49787 62.6783 560.049 23.8547 306.284
3007000.0 63.4454 12.1077 11.3763 3.03752 23.6281 8.49972 62.698 560.234 23.8613 306.381
3008000.0 63.4646 12.1109 11.3793 3.038 23.6341 8.50187 62.7171 560.42 23.8676 306.479
3009000.0 63.4839 12.1138 11.382 3.0385 23.6399 8.50395 62.7365 560.606 23.8738 306.578
3010000.0 63.5032 12.1169 11.3849 3.03938 23.6459 8.50564 62.7559 560.793 23.8809 306.676
3011000.0 63.5223 12.12 11.3874 3.03973 23.6524 8.50728 62.7752 560.98 23.8871 306.775
3012000.0 63.5411 12.123 11.3897 3.04036 23.6588 8.50914 62.7947 561.166 23.8932 306.875
3013000.0 63.5597 12.1261 11.3926 3.04091 23.665 8.51089 62.8138 561.352 23.8998 306.974
3014000.0 63.5785 12.1293 11.3955 3.04147 23.6714 8.51277 62.8332 561.537 23.9063 307.073
3015000.0 63.5971 12.1322 11.3984 3.04188 23.6771 8.51489 62.8526 561.723 23.9126 307.172
3016000.0 63.6166 12.1352 11.401 3.0424 23.6829 8.517 62.8725 561.909 23.9191 307.27
3017000.0 63.636 12.1377 11.4038 3.04293 23.6889 8.51862 62.8918 562.094 23.9253 307.369
3018000.0 63.6553 12.1407 11.4066 3.04369 23.6947 8.52003 62.911 562.28 23.9317 307.467
3019000.0 63.6749 12.1442 11.4094 3.0441 23.7005 8.52193 62.9308 562.466 23.9385 307.565
3020000.0 63.6944 12.1476 11.4115 3.04411 23.7064 8.52423 62.9508 562.651 23.945 307.664
3021000.0 63.7133 12.1507 11.4145 3.04486 23.7125 8.52638 62.9704 562.836 23.9516 307.762
3022000.0 63.7322 12.1533 11.4171 3.04539 23.7187 8.52825 62.99 563.022 23.9578 307.861
3023000.0 63.7511 12.1562 11.4202 3.04584 23.7249 8.52989 63.01 563.207 23.964 307.959
3024000.0 63.77 12.1592 11.4232 3.04636 23.731 8.53205 63.0301 563.392 23.9702 308.057
3025000.0 63.7891 12.1624 11.4256 3.04698 23.7373 8.53408 63.0498 563.577 23.9765 308.156
3026000.0 63.808 12.1654 11.4285 3.04753 23.7435 8.53588 63.0694 563.762 23.9833 308.254
3027000.0 63.8275 12.1687 11.4309 3.04798 23.7493 8.53752 63.0888 563.947 23.99 308.352
3028000.0 63.8468 12.1721 11.4335 3.04845 23.7551 8.53917 63.1078 564.132 23.9964 308.45
3029000.0 63.866 12.1752 11.4363 3.04919 23.7612 8.54113 63.1274 564.318 24.003 308.549
3030000.0 63.8853 12.178 11.4396 3.04955 23.7672 8.54302 63.1469 564.503 24.0095 308.647
3031000.0 63.9039 12.181 11.4423 3.05016 23.7728 8.54477 63.1665 564.689 24.0162 308.746
3032000.0 63.9226 12.1839 11.4451 3.05073 23.7785 8.54666 63.1865 564.874 24.0228 308.844
3033000.0 63.9418 12.1868 11.4477 3.05124 23.7842 8.54816 63.206 565.06 24.0297 308.942
3034000.0 63.961 12.1897 11.4505 3.05163 23.7902 8.55035 63.2254 565.246 24.0362 309.04
3035000.0 63.9805 12.1933 11.4528 3.05233 23.7963 8.55194 63.2448 565.43 24.0425 309.139
3036000.0 63.9995 12.1963 11.4559 3.0528 23.8024 8.55358 63.2638 565.616 24.0494 309.238
