time P2O231NTf2_custom_CLPOL P2O231NTf2_LINEAR_custom_CLPOL P2O231TCB_custom_CLPOL P2O231TCB_LINEAR_custom_CLPOL P5551NTf2_custom_CLPOL P5551TCB_custom_CLPOL P2O231TCB_customADCH_CLPOL P2O231TCB_customADCH_CLPOL_CCAAscaled P5551TCB_customADCH_CLPOL P5551TCB_customADCH_CLPOL_CCAAscaled
1000.0 0.0648845539238 0.061029604221 0.0742073574791 0.0684036915841 0.0651738994924 0.0713514538732 0.061294804927 0.0461024970723 0.0616334222902 0.048061908541
2000.0 0.0804954097437 0.0712321925424 0.0981727578719 0.0742808039201 0.0765299615283 0.0875651000663 0.085668324685 0.0737083117342 0.0815641279179 0.0773058128484
3000.0 0.0889547167555 0.0779720873227 0.109407428574 0.0817421305342 0.0835742920326 0.0953171523121 0.0960087180331 0.0820109811817 0.0896407367924 0.0879453564945
4000.0 0.0961072846057 0.0848453577469 0.121787514986 0.0915440007876 0.0903719927792 0.105759971078 0.10497383139 0.0851052750521 0.097824166658 0.0946266028146
5000.0 0.102497572921 0.0920876103865 0.133829199933 0.0987921756667 0.0960819908313 0.116368315183 0.113623678363 0.0872080794194 0.106715614559 0.100102638499
6000.0 0.108561796024 0.0997418449227 0.141771567208 0.101753728134 0.102943458546 0.122770338112 0.121066402426 0.0889275793569 0.114743598826 0.104912389859
7000.0 0.114492755761 0.104932703498 0.146680147933 0.103231722724 0.108981627588 0.126243756447 0.126773909791 0.0905595290185 0.12087096667 0.109273781037
8000.0 0.1193814237 0.108637806032 0.151027688651 0.104528181275 0.113454093256 0.129492633416 0.131206714593 0.0916318605013 0.125116136676 0.113074598382
9000.0 0.12314515422 0.111471652894 0.153708823263 0.106143895812 0.116951619134 0.130842583003 0.133709335396 0.092391393543 0.127827363493 0.116433501868
10000.0 0.126226290738 0.113173212058 0.156900594884 0.110538992583 0.118753124248 0.131990926428 0.136185071646 0.0928604996822 0.130651403151 0.119159321649
11000.0 0.128647369146 0.115755558955 0.160758833058 0.114888863059 0.12078851241 0.134587617506 0.138143346229 0.0929894400347 0.132178422305 0.121809882833
12000.0 0.130944031317 0.117249720167 0.166365571519 0.116624321284 0.122427613862 0.13777516199 0.139682393028 0.0935043205063 0.133627307412 0.123968370633
13000.0 0.13248619134 0.119385242074 0.170622662364 0.11740669377 0.124187659872 0.141699241676 0.141607373688 0.0938408494049 0.136225413047 0.125899348574
14000.0 0.134084684097 0.121859271809 0.173944842291 0.118510073559 0.125189896172 0.14386307729 0.143943988742 0.0942856204811 0.138640468946 0.127215494093
15000.0 0.135132700368 0.125504697512 0.176913944758 0.121071124213 0.126636325152 0.144704791699 0.146054268394 0.0945021225147 0.140813175023 0.128221316135
16000.0 0.136537428276 0.127775801618 0.179818223887 0.123713908509 0.128394243051 0.145825390357 0.148153246123 0.0945531245265 0.142529734209 0.129136862829
17000.0 0.137747488596 0.129766869722 0.182176466814 0.125469683766 0.12975563538 0.147224889979 0.149450187673 0.094768366174 0.144141095588 0.130199604166
18000.0 0.139305811383 0.131109253705 0.184969024549 0.127560038844 0.13081316055 0.148140416356 0.150701082896 0.0949596844209 0.145540089025 0.130915534115
19000.0 0.140458262208 0.132792674539 0.187176525097 0.12844055282 0.132149731875 0.150020567339 0.151595568892 0.0949553571152 0.146977088002 0.131544495617
20000.0 0.141662996629 0.134528132497 0.189452540905 0.129994230414 0.133482029742 0.151245822244 0.152711391667 0.0948570620513 0.148322996905 0.132058623286
21000.0 0.142495450045 0.136202653258 0.192282452087 0.131870892351 0.134012799136 0.152712409625 0.153504441779 0.0946932006891 0.14964224795 0.132604794279
22000.0 0.143425608582 0.137810584708 0.194876352124 0.13335421664 0.13449199978 0.154008318324 0.154289923178 0.094590238372 0.15074004578 0.133158351761
23000.0 0.144370031655 0.139708177228 0.196631774729 0.134497793612 0.135075402424 0.154937084771 0.15503981783 0.0947074887222 0.15241158596 0.13349156094
24000.0 0.145193575698 0.141344807153 0.199195319134 0.136285764961 0.135690442168 0.156250244502 0.155560732496 0.0946356590435 0.154197540952 0.133882572231
25000.0 0.146349593148 0.142600439031 0.201417549566 0.137510003197 0.136630713308 0.157254348583 0.156291468868 0.0945821689469 0.154633300791 0.134349218932
26000.0 0.14695691199 0.144434634795 0.203159669984 0.138706250238 0.137508629376 0.157664403454 0.157121337018 0.0945773078888 0.155427994062 0.134773634617
27000.0 0.147625052349 0.145120411734 0.20545807912 0.140649067003 0.138088791631 0.15895126568 0.157781284774 0.0945360886162 0.15624219051 0.135161146307
28000.0 0.148146785061 0.146908026511 0.206633342047 0.141807556719 0.138883765873 0.160069931013 0.158342739512 0.0944857991188 0.156857702119 0.135660251425
29000.0 0.14900030539 0.147710748762 0.208252361932 0.143208800066 0.13907197035 0.160597815112 0.159074152948 0.0944899218702 0.157338963684 0.136069083985
30000.0 0.149371840564 0.149033381385 0.209977509113 0.144536933364 0.140161753254 0.161702405702 0.159589612135 0.0945216585764 0.158069933904 0.136351082473
31000.0 0.149959572447 0.150355170534 0.212453591174 0.145449871575 0.140746758444 0.16234081129 0.160020357597 0.0944555284494 0.158743567367 0.136344470269
32000.0 0.150643140173 0.15145744509 0.214022072161 0.146480516541 0.141005683787 0.162715881775 0.160659023968 0.0945286960094 0.159741104628 0.136393105679
33000.0 0.151189040386 0.152918008938 0.215263515757 0.148285472612 0.141416306341 0.163686542134 0.160999909357 0.0945514629813 0.160090392791 0.136430307649
