 distance P2O231NTf2_custom_CLPOL distance P2O231NTf2_LINEAR_custom_CLPOL distance P2O231TCB_custom_CLPOL distance P2O231TCB_LINEAR_custom_CLPOL distance P5551NTf2_custom_CLPOL distance P5551TCB_custom_CLPOL
 0.000259249995 0.0294441357 0.000256200001 0.0351664238 0.000390399975 0.025358988 0.000439200026 0.00644987123 0.000256200001 0.0234630872 0.000375150034 0.006731987
 0.000267750002 0.0282534733 0.000264600007 0.0328815766 0.000403199985 0.0227245502 0.00045360002 0.00502435677 0.000264600007 0.0199454892 0.00038745004 0.00549552543
 0.000276250008 0.027237216 0.000273000012 0.0305807125 0.000415999995 0.020007791 0.000468000013 0.00395068061 0.000273000012 0.0169413425 0.000399750046 0.00441218168
 0.000284750015 0.0259503666 0.000281400018 0.0282732099 0.000428799976 0.0173545051 0.000482400006 0.00308031403 0.000281400018 0.0143254576 0.000412050053 0.00347648631
 0.000293249992 0.0247169305 0.000289799995 0.0258723516 0.000441599987 0.014789789 0.000496799999 0.00237820088 0.000289799995 0.0122418702 0.00042435003 0.00272740237
 0.000301749998 0.023410257 0.000298200001 0.023567291 0.000454399968 0.012538339 0.000511199993 0.00184687995 0.000298200001 0.0103766313 0.000436650036 0.00213006907
 0.000310250005 0.0220766328 0.000306600006 0.0213802904 0.000467199978 0.010364132 0.000525600044 0.00141692103 0.000306600006 0.00890512206 0.000448950042 0.00163556263
 0.000318750012 0.0207157638 0.000315000012 0.0192260984 0.000479999988 0.00845153164 0.000540000037 0.00108275819 0.000315000012 0.00763418945 0.000461250049 0.0012341179
 0.000327249989 0.0193932708 0.000323400018 0.0171568654 0.000492799969 0.00682309736 0.000554400031 0.000846930139 0.000323400018 0.00655143103 0.000473550055 0.000917922764
 0.000335749995 0.0178543832 0.000331799994 0.0152636003 0.00050559995 0.0053999261 0.000568800024 0.000643327017 0.000331799994 0.00558556104 0.000485850032 0.00068287598
 0.000344250002 0.0165114813 0.0003402 0.0134515809 0.000518399989 0.00427693501 0.000583200017 0.000484350661 0.0003402 0.00480142096 0.000498150068 0.000505443488
 0.000352750008 0.015121121 0.000348600006 0.0117658237 0.00053119997 0.00330471783 0.00059760001 0.000369415036 0.000348600006 0.00406307867 0.000510450045 0.000373321178
 0.000361250015 0.0137240216 0.000357000012 0.010286307 0.000543999951 0.00257516443 0.000612000003 0.000281528832 0.000357000012 0.00343976985 0.000522750022 0.000264830509
