time P2O231NTf2_custom_CLPOL P2O231NTf2_LINEAR_custom_CLPOL P2O231TCB_custom_CLPOL P2O231TCB_LINEAR_custom_CLPOL P5551NTf2_custom_CLPOL P5551TCB_custom_CLPOL P2O231TCB_customADCH_CLPOL P2O231TCB_customADCH_CLPOL_CCAAscaled P5551TCB_customADCH_CLPOL P5551TCB_customADCH_CLPOL_CCAAscaled
1000.0 0.0751731740078 0.0895433808765 0.135889432289 0.131971912138 0.0799945015581 0.134363822923 0.121579953434 0.0923242266032 0.118613051089 0.0977564081822
2000.0 0.124688245199 0.142392387111 0.171594248657 0.158845226997 0.13288770961 0.16763985228 0.149074058027 0.10473702973 0.146602762671 0.118122171512
3000.0 0.138736600783 0.151993295645 0.198725518995 0.185210255426 0.145744442512 0.195603433808 0.166297068248 0.107684802913 0.164855164638 0.127644325979
4000.0 0.147845647403 0.162419728307 0.224968302199 0.210643894825 0.156227349067 0.220767662487 0.179276818358 0.109428213026 0.179723370513 0.134534193529
5000.0 0.155978362036 0.174376057916 0.249333413539 0.230163986089 0.166500178003 0.243490485857 0.191362616489 0.110348934954 0.195101042349 0.14049031649
6000.0 0.163421860834 0.18523433081 0.267329741981 0.241164026019 0.176342704523 0.260512745469 0.200545391757 0.111080899111 0.208061881706 0.145442832023
7000.0 0.170748395268 0.194060667432 0.277905854276 0.249564888349 0.185069305278 0.272191559763 0.207176327261 0.111351360558 0.217563541538 0.150496294029
8000.0 0.176420771397 0.199312358299 0.287703160417 0.2547819083 0.191505581326 0.280935411549 0.211969903155 0.11233251965 0.223861957359 0.155187425343
9000.0 0.181023424406 0.203525691773 0.293821737699 0.260795794732 0.196203798711 0.286867508108 0.215470018211 0.113306438297 0.228720625335 0.159333217917
10000.0 0.18483773818 0.206602457853 0.300893563505 0.271535867353 0.199521037238 0.291424622132 0.217943693485 0.113796178666 0.232364654242 0.162627046771
11000.0 0.187658887515 0.208915138109 0.308556614095 0.282321302636 0.202465237581 0.296641696295 0.220040601298 0.114524086016 0.235306895962 0.164928902965
12000.0 0.189771566028 0.211634052345 0.317475235364 0.288783039518 0.204407967319 0.304158805815 0.221644074883 0.114822530813 0.237807492307 0.167833519003
13000.0 0.19146517973 0.214371789977 0.32590457124 0.293011768464 0.20661546329 0.312752681308 0.223991555046 0.11477462109 0.241000892738 0.170752277576
14000.0 0.192825537297 0.216941756979 0.331067376857 0.296290640961 0.207954554621 0.31878858204 0.225784357683 0.115042851667 0.243947969595 0.172938085883
15000.0 0.194400666764 0.220132944524 0.33601937996 0.303033699752 0.209920378452 0.322839768407 0.227570709359 0.115496131602 0.247418767668 0.17444004964
16000.0 0.196012215015 0.223663664345 0.340775494282 0.310758679567 0.211967617776 0.326948132873 0.229215236111 0.115500775644 0.250179414656 0.176022703433
17000.0 0.197488730422 0.2263322804 0.345404152146 0.316635424293 0.214424288406 0.330117096103 0.2303259905 0.115438322246 0.252217764212 0.177295565947
18000.0 0.198734839174 0.22834654049 0.350690124017 0.32137085797 0.216227774269 0.333179007066 0.231562868272 0.115283667926 0.253697646084 0.178739269965
19000.0 0.199805656508 0.230854238609 0.355723166623 0.324423797029 0.218063772934 0.337713615396 0.232528919565 0.115248124803 0.254824192746 0.179955166282
20000.0 0.201208917862 0.231929890751 0.360726572137 0.328952542691 0.219640424101 0.341860874876 0.233107435273 0.115303625721 0.256544649454 0.181134497489
21000.0 0.201920978895 0.234060744614 0.364278642146 0.334383779865 0.220878459113 0.344659347869 0.233995960372 0.115499442876 0.258992185278 0.181990071291
22000.0 0.202588412787 0.236411266133 0.36825724297 0.339554700367 0.221506005869 0.347129537833 0.234612466546 0.115528849678 0.260535016535 0.18291155682
23000.0 0.203367673527 0.237722352351 0.371970182216 0.343510533474 0.222393409888 0.35053617174 0.235076190589 0.115418508597 0.261538129115 0.183400571363
24000.0 0.204195652378 0.239805665619 0.374961694813 0.346738506137 0.223630315592 0.353204726772 0.235153671117 0.115482449755 0.263009215065 0.18420712227
25000.0 0.205595781067 0.240833777584 0.378293858759 0.350502265408 0.224467657787 0.356770771199 0.23594626217 0.11555782342 0.263670201475 0.18493849204
26000.0 0.206332607538 0.242591107125 0.38075036717 0.354109415677 0.225556483678 0.359299189563 0.236116909752 0.115503705112 0.26473975765 0.185691898255
27000.0 0.206846380654 0.243237330667 0.383815164648 0.3582393954 0.22661210198 0.362022130254 0.236522187294 0.115529652119 0.265252798151 0.186480102921
28000.0 0.207276230872 0.244306779477 0.386962592645 0.362709962394 0.227689089682 0.364825933694 0.236942631499 0.115621547262 0.265996468132 0.187041275562
29000.0 0.207728439294 0.245532837017 0.389419441254 0.366204062458 0.228667876262 0.367748358256 0.237337101365 0.115766894958 0.266291916947 0.187546291723
30000.0 0.208626503243 0.247423756813 0.392447889868 0.370241063654 0.229240704858 0.370138406523 0.237743590237 0.11588144319 0.266767980675 0.188025781303
31000.0 0.209566451033 0.24883967685 0.394709258631 0.3734739109 0.229617505552 0.372763709672 0.238360482993 0.115968068672 0.267790759364 0.188493866454
32000.0 0.209979716781 0.250082413123 0.39684501388 0.376939045901 0.230261913297 0.374816208366 0.238978107297 0.116102813701 0.268716072012 0.188617857531
33000.0 0.210488294665 0.251406158887 0.399160584615 0.380699959992 0.230990146926 0.376991897262 0.239289963279 0.116164586989 0.269671405478 0.189082062716
34000.0 0.210448752179 0.252836282296 0.40118622258 0.383827287258 0.231344987122 0.378809154777 0.239795556802 0.116257466393 0.27030881942 0.189477418429
