time P2O231NTf2_custom_CLPOL P2O231NTf2_LINEAR_custom_CLPOL P2O231TCB_custom_CLPOL P2O231TCB_LINEAR_custom_CLPOL P5551NTf2_custom_CLPOL P5551TCB_custom_CLPOL P2O231TCB_customADCH_CLPOL P2O231TCB_customADCH_CLPOL_CCAAscaled P5551TCB_customADCH_CLPOL P5551TCB_customADCH_CLPOL_CCAAscaled
3000000.0 20.7778 4.21226 3.6935 0.992063 7.84445 2.76901 21.1082 177.046 8.08018 104.293
3001000.0 20.7841 4.21338 3.69436 0.992327 7.84641 2.76983 21.1149 177.103 8.08253 104.328
3002000.0 20.7905 4.21438 3.69523 0.992441 7.84852 2.77068 21.1215 177.159 8.085 104.363
3003000.0 20.7967 4.21541 3.69604 0.992694 7.85069 2.77102 21.128 177.216 8.08737 104.399
3004000.0 20.803 4.21655 3.69713 0.992735 7.85268 2.7715 21.1343 177.272 8.08968 104.433
3005000.0 20.8092 4.21773 3.69798 0.992942 7.85444 2.77169 21.1409 177.328 8.09167 104.469
3006000.0 20.8157 4.21858 3.69863 0.993383 7.85649 2.77239 21.1478 177.385 8.09323 104.504
3007000.0 20.8222 4.2198 3.6996 0.993475 7.85829 2.77286 21.1544 177.441 8.09527 104.539
3008000.0 20.8287 4.22104 3.70059 0.993567 7.8604 2.77354 21.161 177.498 8.09734 104.574
3009000.0 20.8351 4.22202 3.70151 0.99385 7.86238 2.77422 21.1674 177.555 8.09945 104.609
3010000.0 20.8414 4.22308 3.70248 0.994165 7.86461 2.77471 21.174 177.612 8.10189 104.644
3011000.0 20.8476 4.22403 3.70328 0.994173 7.86694 2.77524 21.1805 177.67 8.10416 104.679
3012000.0 20.8537 4.22485 3.70401 0.994409 7.86899 2.77592 21.1871 177.727 8.10628 104.714
3013000.0 20.8596 4.22589 3.70505 0.994644 7.87105 2.77652 21.1936 177.783 8.10845 104.75
3014000.0 20.8658 4.22701 3.70606 0.994879 7.87326 2.77687 21.1999 177.84 8.11057 104.785
3015000.0 20.8721 4.22805 3.70713 0.995088 7.87502 2.77743 21.2064 177.896 8.11265 104.82
3016000.0 20.8786 4.22912 3.70793 0.995227 7.8767 2.77811 21.2132 177.953 8.11473 104.855
3017000.0 20.885 4.23021 3.70866 0.995364 7.87863 2.77854 21.2197 178.009 8.1168 104.89
3018000.0 20.8915 4.23123 3.70947 0.995566 7.88054 2.77899 21.2265 178.066 8.11892 104.925
3019000.0 20.8979 4.23222 3.71038 0.995885 7.8824 2.77976 21.2333 178.122 8.12126 104.96
3020000.0 20.9043 4.23336 3.71105 0.995758 7.88451 2.7805 21.2401 178.179 8.12341 104.995
3021000.0 20.9104 4.23434 3.71215 0.996014 7.88652 2.78113 21.2466 178.235 8.12573 105.031
3022000.0 20.9167 4.23522 3.7132 0.996185 7.88852 2.78167 21.2531 178.292 8.12777 105.066
3023000.0 20.9229 4.23633 3.71431 0.996414 7.89056 2.78206 21.2599 178.348 8.12983 105.101
3024000.0 20.9291 4.23735 3.71516 0.996425 7.89255 2.78267 21.2666 178.404 8.13183 105.136
3025000.0 20.9356 4.23834 3.7159 0.996675 7.89463 2.78322 21.2731 178.46 8.13403 105.171
3026000.0 20.9418 4.23941 3.71673 0.99674 7.89665 2.78373 21.2798 178.517 8.13625 105.206
3027000.0 20.9484 4.24047 3.71747 0.99696 7.89854 2.78425 21.2866 178.574 8.1385 105.241
3028000.0 20.955 4.24175 3.71833 0.997083 7.90047 2.78469 21.2931 178.63 8.14078 105.275
3029000.0 20.9614 4.24279 3.7194 0.997316 7.90262 2.7852 21.2998 178.687 8.14297 105.31
3030000.0 20.9679 4.24368 3.72062 0.997445 7.9044 2.78575 21.3065 178.744 8.14534 105.345
3031000.0 20.9742 4.2448 3.72141 0.997734 7.90634 2.78602 21.3131 178.801 8.14754 105.381
3032000.0 20.9806 4.2459 3.7221 0.997974 7.90829 2.78667 21.3199 178.857 8.14986 105.416
3033000.0 20.9869 4.24682 3.72286 0.99808 7.91033 2.78712 21.3265 178.914 8.15219 105.451
3034000.0 20.9935 4.24782 3.72376 0.99821 7.91229 2.78787 21.3332 178.97 8.15442 105.486
3035000.0 21.0001 4.24915 3.72452 0.998471 7.91444 2.78844 21.3399 179.026 8.15656 105.522
3036000.0 21.0064 4.25006 3.72565 0.998765 7.91648 2.78892 21.3463 179.083 8.15896 105.557
3037000.0 21.0128 4.25123 3.72665 0.998829 7.91828 2.78948 21.3529 179.139 8.16135 105.593
3038000.0 21.019 4.2523 3.72754 0.999099 7.92004 2.79013 21.3597 179.195 8.16376 105.628
3039000.0 21.0253 4.25315 3.72862 0.999183 7.92203 2.79058 21.3661 179.251 8.16599 105.663
3040000.0 21.0316 4.25421 3.72966 0.999321 7.92383 2.79102 21.3726 179.308 8.16817 105.699
